release_date,original_title,vote_average
2012-02-03,Promoción Fantasma,5.7
1953-02-28,Duck Amuck,8.3
2014-09-05,5 Flights Up,5.9
2015-06-09,Inside Out,7.9
2015-01-09,The World Made Straight,5.5
2014-09-04,L'amour au temps de la guerre civile,5.0
2015-06-12,The Wolfpack,6.7
2013-07-05,Trevor Noah: African American,7.2
2012-04-29,A BIG Love Story,5.5
1971-03-12,Il corsaro nero,4.7
2011-03-25,Tanu Weds Manu,6.1
2014-05-02,Documented,5.0
2015-04-10,The Sisterhood of Night,6.5
1971-03-01,Ginger,3.9
1972-01-28,The Abductors,6.0
2015-06-09,Soaked in Bleach,7.0
2015-05-29,Love & Mercy,7.3
2009-04-08,Technotise - Edit i ja,6.8
1935-12-23,La verbena de la Paloma,5.0
1982-04-03,Biancaneve & Co...,6.5
1982-01-01,L'infermiera di campagna,3.6
1977-12-15,La banda Vallanzasca,0.0
1973-01-01,Più forte sorelle,0.0
1975-12-03,"In nome del padre, del figlio e della Colt",0.0
2008-10-09,Amusement,4.9
2014-01-18,The Better Angels,6.9
2010-11-20,Leonie,5.0
2013-12-03,A Year in Burgundy,7.6
1979-04-14,Dimenticare Venezia,5.0
1970-06-07,I tulipani di Haarlem,5.0
2011-10-19,Paul Goodman Changed My Life,0.0
2009-03-30,Throw Down Your Heart,6.0
2008-08-17,The Garden,6.0
2010-05-25,All My Friends Are Funeral Singers,6.5
2010-04-24,Spork,7.0
2013-12-24,警察故事2013,5.8
2009-08-07,Dirt! The Movie,6.7
2007-03-30,Hjemve,5.0
2013-04-06,Remote Area Medical,0.0
2008-02-08,The Listening Project,4.0
2009-10-14,New Muslim Cool,0.0
2002-02-08,Ada Apa Dengan Cinta?,7.6
1990-05-11,Without You I'm Nothing,5.0
1981-02-25,Cafè Express,5.7
1979-02-21,Il giocattolo,7.0
1977-12-03,In nome del papa re,6.6
1976-12-23,Quelle strane occasioni,6.0
1976-10-28,"Signore e signori, buonanotte",7.1
1972-01-01,"Girolimoni, il mostro di Roma",0.0
1971-10-08,Roma bene,6.0
1987-01-01,I picari,4.7
2005-04-26,The American Ruling Class,4.5
1968-12-19,Riusciranno i nostri eroi a ritrovare l'amico misteriosamente scomparso in Africa?,7.3
1968-10-04,"Straziami, ma di baci saziami",6.3
1966-01-01,Operazione San Gennaro,7.8
1966-05-04,Adulterio all'italiana,0.0
1965-12-01,Io la conoscevo bene,6.7
2009-09-13,The Topp Twins: Untouchable Girls,7.0
1956-08-14,"Totò, Peppino e... la malafemmina",8.3
2009-11-01,Strigoi,6.2
1955-12-30,Lo scapolo,6.0
1955-06-17,Gli innamorati,6.0
2011-11-18,Eames: The Architect & The Painter,6.9
2006-04-18,Herbie Hancock: Possibilities,5.5
2003-01-30,La luz prodigiosa,6.0
1995-05-11,De vliegende Hollander,9.0
1990-12-21,In nome del popolo sovrano,0.0
1964-01-01,Il Gaucho,7.8
1965-01-27,Le Bambole,6.0
1964-01-22,Alta infedeltà,0.0
1963-09-14,La Parmigiana,0.0
1962-11-29,I Motorizzati,6.0
2011-04-01,Circo,7.5
1960-01-20,L'Impiegato,0.0
1959-12-19,Audace colpo dei soliti ignoti,7.7
1958-10-03,"Venezia, la Luna E Tu",4.9
2009-06-21,Edie & Thea: A Very Long Engagement,6.0
1984-09-15,Before Stonewall,6.5
1977-09-10,Iφιγένεια,6.6
1988-09-15,Big Time,5.8
2011-01-23,Jess + Moss,6.8
2013-02-21,Метро,6.0
2014-02-16,The Drunk,0.0
2014-08-05,Mercenaries,4.3
2015-11-18,The Hunger Games: Mockingjay - Part 2,6.6
2015-06-26,Max,6.8
2015-07-16,Pixels,5.6
,Ascendant,5.7
2016-03-09,Allegiant,5.9
2016-11-16,Fantastic Beasts and Where to Find Them,7.2
2018-11-07,Bad Boys for Life,0.0
2014-06-18,Elle l'adore,6.0
2014-11-14,Gia panta,5.0
1956-02-29,Slightly Scarlet,6.2
1985-12-26,Letter to Brezhnev,5.5
1970-04-08,Entertaining Mr. Sloane,6.0
1967-08-28,The Gruesome Twosome,5.3
1958-05-28,The Bonnie Parker Story,5.0
1973-12-20,Alvin Purple,5.4
2012-01-01,Curfew,7.5
1982-11-19,Smithereens,6.7
1971-01-01,Pink Narcissus,6.0
1957-10-01,The Brain from Planet Arous,4.9
2011-08-30,Got the Facts on Milk?,8.3
2008-01-01,Lioness,6.0
2015-03-13,Dawg Fight,6.3
2012-11-02,K2: Siren of the Himalayas,6.1
2012-10-16,The Men Who Built America,5.9
1993-01-01,Gunnm,6.8
1991-10-17,Daddy and the Muscle Academy,6.3
2010-03-12,Sebbe,5.9
2014-01-30,Mission Blue,7.7
2014-01-18,E-Team,6.4
2011-09-23,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",5.1
2010-02-14,Die Friseuse,6.5
2015-05-22,Chocolate City,5.5
1995-05-15,Prime Suspect: Scent of Darkness,5.5
2013-08-23,Madras Cafe,6.9
1986-01-30,富貴列車,6.1
2004-10-25,Binta y la gran idea,3.5
2005-01-01,West Bank Story,4.8
2007-03-10,Skills Like This,6.0
1978-12-01,The Star Wars Holiday Special,3.2
2013-05-18,ຈັນທະລີ,6.3
2014-02-14,Camp Takota,6.6
1973-11-20,Blue Summer,4.7
2015-06-12,Hamari Adhuri Kahani,6.0
2014-05-09,Such Good People,5.0
2014-03-04,The Possibilities Are Endless,6.0
2014-09-02,Mostly Ghostly: Have You Met My Ghoulfriend?,5.1
1977-09-02,Jailbait Babysitter,0.0
1997-03-25,Pocket Ninjas,3.9
2013-05-03,Occupy Love,5.0
2015-01-28,The Sky Above Us,0.0
1996-08-20,Prime Suspect 5: Errors of Judgement,5.9
2013-09-25,Sur le chemin de l'école,6.6
2004-10-09,Frankenstein,4.6
2004-12-11,3: The Dale Earnhardt Story,6.4
1999-07-24,Johnny Tsunami,5.1
2007-06-08,Johnny Kapahala - Back on Board,4.9
2001-12-07,'Twas the Night,5.1
2000-12-01,The Ultimate Christmas Present,5.2
2008-12-05,"Merry Christmas, Drake and Josh",5.7
1995-05-13,Problem Child 3,3.8
1997-02-25,The Paper Brigade,5.5
1999-01-23,Zenon: Girl of the 21st Century,5.5
2001-01-12,Zenon: The Zequel,4.8
2004-06-11,Zenon: Z3,5.3
2000-01-22,"Up, Up, and Away",4.8
1999-10-09,Don't Look Under the Bed,5.6
2001-03-09,The Luck of the Irish,5.6
2003-07-18,Eddie's Million Dollar Cook Off,5.4
2006-06-16,Wendy Wu: Homecoming Warrior,5.4
2009-01-20,18 Year Old Virgin,2.9
2014-01-20,Web Junkie,6.1
1996-12-30,The Curse of Inferno,3.5
2015-06-19,Mr. Holmes,6.5
2006-06-28,아치와 씨팍,6.7
2014-03-07,Bite Size,4.0
2009-05-09,Snayper. Oruzhie Vozmezdiya,7.0
1984-10-10,Le jumeau,5.8
2013-03-20,Les Coquillettes,4.8
2010-10-13,La Vie au ranch,5.8
1953-05-21,Totò a Colori,7.5
1951-01-01,Totò e i re di Roma,6.6
1953-06-06,Un Giorno in pretura,7.0
1954-01-01,Un americano a Roma,7.2
1959-06-06,I Tartassati,6.4
1963-01-01,Totò Diabolicus,7.5
1962-11-03,Copacabana Palace,5.3
1962-08-31,I Due Colonnelli,7.4
1967-12-21,La feldmarescialla,0.0
1973-10-25,Piedone lo sbirro,6.1
1975-06-26,Piedone a Hong Kong,5.4
1978-03-22,Piedone l'africano,5.8
1982-01-01,Bonnie e Clyde all'italiana,5.6
2011-08-13,The Antics Roadshow,6.0
2008-06-12,Intangible Asset Number 82,1.0
2011-11-30,Jig,8.0
2011-11-10,Eco-Pirate: The Story of Paul Watson,0.0
2012-09-11,The Last White Knight,6.0
1998-01-17,"The Farm: Angola, USA",7.6
2013-01-24,Le métis de Dieu,6.8
2004-05-14,Khab-e talkh,4.5
2009-06-21,Impact,4.8
2011-09-01,Mercenaries,5.8
2014-12-28,Nanny Cam,5.8
2016-06-18,The Secret Life of Pets,5.9
1976-05-09,Underground,0.0
2002-11-22,Edifício Master,6.6
1929-08-21,The Skeleton Dance,7.3
2012-01-27,A.C.A.B.: All Cops Are Bastards,6.7
2015-02-10,Frankenstein vs. The Mummy,3.9
2010-07-03,Alien vs. Ninja,4.0
2005-01-01,攻殻機動隊 Stand Alone Complex The Laughing Man,7.9
2012-10-17,Pablo,6.3
2014-03-09,All the Wilderness,7.0
2013-02-27,Walking the Camino: Six Ways to Santiago,4.0
2006-10-31,Evil Behind You,0.0
2015-01-07,Senior Project,0.0
2014-01-15,À Coup Sûr,5.0
2014-03-26,Les Gazelles,5.2
2008-09-24,Mariage chez les Bodin's,5.5
2010-05-26,Amélie au pays des Bodin's,3.9
2002-09-22,Obsessed,3.3
2015-04-24,The Emperor's New Clothes,6.2
2012-05-03,Белый тигр,5.9
2001-06-12,Guardian,7.0
2000-10-13,Mom's Got a Date With a Vampire,5.4
2008-01-15,Love Lies Bleeding,6.3
2015-06-05,Kaaka Muttai,8.2
2013-08-02,B.A. Pass,6.9
2004-01-15,말죽거리 잔혹사,7.0
2015-05-01,Gabbar Is Back,7.0
2014-01-17,O Menino e o Mundo,7.0
2015-04-23,Little Boy,7.0
2015-03-20,Do You Believe?,6.7
2015-06-20,A Deadly Adoption,4.7
1974-08-21,Buster and Billie,5.0
1973-11-01,Tři oříšky pro Popelku,7.5
2004-06-12,Rhythm is it!,4.3
1987-01-01,Video Violence,6.2
2015-07-10,Self/less,6.3
2014-12-08,Mythica: A Quest for Heroes,5.7
2017-12-30,The King's Daughter,0.0
1986-01-01,Alex Holeh Ahavah,4.9
2005-04-14,Behind the Camera: The Unauthorized Story of 'Mork & Mindy',0.0
1987-04-12,Escape from Sobibor,6.7
2016-04-14,Criminal,5.8
2015-10-21,The Last Witch Hunter,5.7
2015-11-26,Krampus,5.9
2016-08-02,Suicide Squad,5.9
2016-06-10,Aurora,4.5
2007-07-26,Noodle,7.1
2014-11-11,Ardennes Fury,4.9
1987-07-02,The Misfit Brigade,6.4
2013-07-04,Tajemnica Westerplatte,5.1
2012-03-09,Dictado,5.4
2008-09-20,La vida loca,6.4
2005-01-01,Bluffmaster!,4.9
2014-01-29,De Behandeling,6.8
1916-06-02,Civilization,5.5
2000-01-16,The Loretta Claiborne Story,0.0
1976-11-11,Shocking Asia,5.5
2016-06-22,Independence Day: Resurgence,4.9
2016-07-07,Star Trek Beyond,6.6
1982-04-03,The American Film Institute Salute to Frank Capra,0.0
1997-01-01,Frank Capra's American Dream,0.0
1922-04-01,Fultah Fisher's Boarding House,5.0
1976-03-12,Tunnel Vision,0.0
1981-03-26,勇者無懼,8.0
2000-02-01,Cabin By The Lake,5.5
2003-05-30,Bhoot,6.9
2012-10-19,Pizza,5.5
1992-02-06,रात,6.0
2008-09-12,1920,5.4
2006-04-28,Darna Zaroori Hai,4.5
2003-06-25,डरना मना है,5.7
1980-12-24,鬼打鬼,6.3
2009-01-01,Vertige,5.6
2008-05-25,The Echo,5.4
2011-11-11,Rockstar,7.4
2008-08-29,Rock On!!,7.1
2000-01-01,Time Share,5.3
1971-06-05,Ha-Shoter Azulai,6.5
2005-10-01,Sidekick,7.0
2004-02-22,Raising Waylon,6.0
2010-12-02,Kalevet,6.2
2006-03-14,All in,4.5
1998-12-04,Vig,4.8
2013-08-29,Snabba cash - Livet deluxe,5.7
2014-08-08,Deepsea Challenge 3D,7.0
2014-07-25,The Fluffy Movie,6.9
2015-04-14,Final Girl,5.0
2014-11-03,Debug,4.2
2010-08-05,Zohi Sdom,7.5
2005-11-30,Three Wise Guys,5.0
2013-10-10,Run,5.4
2005-12-14,Le Cactus,4.1
2009-09-10,Las viudas de los jueves,5.3
2009-06-06,Come Dance at My Wedding,4.4
1973-06-06,Metzitzim,5.0
2016-09-09,The Disappointments Room,4.3
2007-01-28,Tipping Point,7.0
1988-12-08,Tommy Tricker and the Stamp Traveller,6.8
2011-06-07,American Translation,6.8
2014-11-07,Actress,6.5
2006-03-24,Drømmen,6.9
1998-10-01,Lick the Star,6.6
2005-05-11,Iberia,4.0
1994-01-01,Nirvana: Live! Tonight! Sold Out!!,8.0
2003-10-31,Gente di Roma,5.3
2013-09-12,Che strano chiamarsi Federico,7.4
1985-10-24,Maccheroni,6.1
1977-12-15,I Nuovi Mostri,6.6
1972-12-22,La più bella serata della mia vita,7.7
1970-04-30,Dramma della gelosia (tutti i particolari in cronaca),5.9
,Señorita Justice,1.0
2013-01-01,Iliza Shlesinger: War Paint,6.8
2015-05-22,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),6.8
2014-01-21,Morgan Murphy: Irish Goodbye,0.0
2015-06-23,Grace Stirs Up Success,6.0
2015-08-23,The Mirror,3.5
2011-12-01,Ouwehoeren,4.0
1913-11-24,Traffic in Souls,5.3
1983-10-09,Hells Angels Forever,9.5
1980-01-01,Solo,4.2
2013-08-28,Laiškai Sofijai,6.0
2009-02-07,Archie's Final Project,6.2
2014-07-10,Dancing Arabs,7.1
1976-03-31,Jackson County Jail,5.2
1990-12-07,Shiva,5.9
2004-05-07,ఆర్య,5.7
1994-09-23,मैं खिलाड़ी तू अनाड़ी,6.0
2000-07-14,Jungle,4.5
1991-01-01,Prahaar: The Final Attack,8.3
2005-07-29,Sehar,7.7
1998-12-14,Zakhm,7.0
1980-05-23,Bui bun si mun,5.8
1989-02-24,群龍戲鳳,6.3
2010-03-25,Not the Messiah (He's a Very Naughty Boy),4.7
2012-11-24,Labyrinth,5.9
2011-01-06,The Sinking of the Laconia,4.9
2007-09-15,The Shadow in the North,4.5
1967-12-02,Carry On Doctor,6.3
1972-06-06,А зори здесь тихие,7.4
1983-10-06,Sam chong Siu Lam,6.2
1995-02-17,Mou mian bei,6.0
2008-12-30,쌍화점,7.2
2009-08-14,Kaminey,7.2
2002-04-15,Company,6.3
2013-01-25,விஸ்வரூபம்,5.5
2006-07-28,Omkara,6.5
1999-08-27,Baadshah,6.4
1997-04-06,Koyla,6.4
1999-11-04,Shool,5.0
1990-06-08,घायल,7.0
2006-07-14,Golmaal,6.4
1992-07-30,鹿鼎记,7.2
2011-09-23,Saheb Biwi Aur Gangster,7.1
2001-06-15,Gadar: Ek Prem Katha,6.9
1979-04-12,雜家小子,6.7
2000-10-22,Bruce Lee: A Warrior's Journey,7.3
2011-06-01,Shaitan,6.7
2002-06-21,Awara Paagal Deewana,5.2
1979-10-23,Xing mu zi gu huo zhao,5.4
2014-08-22,Mardaani,7.0
2007-05-25,Shootout at Lokhandwala,6.0
2000-06-09,Josh,6.0
1986-11-27,Zhi fa xian feng,7.0
1982-04-21,五遁忍術,6.8
2004-02-26,விருமாண்டி,7.0
1977-06-29,鷹爪鐵布衫,7.4
1978-01-01,Tai ji yuan gong,5.9
1979-06-26,Nan bei zui quan,5.9
1980-02-28,Shen bu you ji,6.1
1979-09-20,Mai ming xiao zi,7.0
1980-01-01,洪文定三破白蓮教,6.3
1989-09-17,Raakh,0.0
1983-01-01,Shao Lin dou La Ma,7.7
2013-12-18,धूम ३,6.0
2008-10-01,DRAGONBALL オッス!帰ってきた孫悟空と仲間たち!,6.6
1979-01-01,Shuang ma lian huan,5.9
2006-11-24,Dhoom 2,5.9
2011-09-13,Never Back Down 2: The Beatdown,5.8
1972-08-02,Du bei chuan wang,6.6
2002-01-01,Saai sau kwong lung,0.0
2007-01-01,Ram Gopal Varma Ki Aag,2.1
2013-10-18,Shahid,6.9
2013-10-10,Siddharth,9.0
2014-02-14,Blank: A Vinylmation Love Story,4.0
2003-05-03,Trava: Fist Planet,5.3
1998-02-25,カイト,6.5
2007-03-03,龍が如く 劇場版,5.9
2014-09-04,Boychoir,6.8
2003-11-26,Eddie Izzard: Sexie,6.5
2010-03-26,Beyond Gay: The Politics of Pride,5.2
2013-08-26,Rewind,6.7
2015-06-25,Ted 2,6.2
2012-04-01,Fortress,5.2
2010-04-24,Mothman,3.3
1951-05-19,Rabbit Fire,7.6
2014-03-20,Nematomas frontas,7.0
2014-11-14,Elizabeth Ekadashi,0.0
2014-02-27,Queen,6.9
2014-04-20,Indigenous,4.6
2002-12-12,색즉시공,6.3
2015-06-26,Absolutely Anything,5.7
2015-06-17,Minions,6.4
2013-06-21,La casa del fin de los tiempos,6.5
1974-05-01,Candy Stripe Nurses,3.0
1980-06-19,Rough Cut,6.1
1959-11-11,Hound-Dog Man,4.0
1955-04-10,An Annapolis Story,0.0
1957-12-11,Baby Face Nelson,4.6
1975-01-15,The Nickel Ride,5.3
1968-12-25,The Stalking Moon,4.6
1961-03-01,The Great Impostor,7.5
2013-09-13,Afterparty,3.9
1976-03-16,"A la legión le gustan las mujeres... y a las mujeres, les gusta la legión",0.0
2014-04-11,भूतनाथ रिटर्न्स,6.7
1998-10-20,Dance Me to My Song,5.5
2009-08-20,Horst Schlämmer - Isch kandidiere!,3.4
2014-12-24,상의원,7.5
2014-10-04,Posthumous,6.3
1956-08-01,Pardners,7.2
2005-01-01,It Waits,3.9
2010-10-17,Milf,4.2
2001-01-01,Herman U.S.A.,0.0
1994-03-11,Il silenzio dei prosciutti,4.4
2002-03-10,Firestarter 2: Rekindled,5.3
1985-01-01,He-Man and She-Ra: The Secret of the Sword,7.0
2007-04-29,Stripper Academy,0.7
2006-01-01,Bottoms Up,3.5
1992-11-18,Killer Tomatoes Eat France!,4.1
2009-03-05,Hallettsville,5.0
1995-11-24,Rumpelstiltskin,4.8
2006-06-23,Leroy & Stitch,6.5
1947-05-02,Ramrod,6.5
2003-06-07,Dracula II: Ascension,5.1
1999-12-01,Universal Soldier III: Unfinished Business,3.8
2008-03-11,Bachelor Party 2: The Last Temptation,5.5
2010-07-20,Double Wedding,5.4
1998-12-26,Alice Through the Looking Glass,5.3
2008-09-30,Pulse 2: Afterlife,4.6
2008-10-10,Lower Learning,4.1
2008-11-04,Return to Sleepaway Camp,4.7
2014-03-11,Alpha House,4.5
2009-03-03,Ace Ventura Jr: Pet Detective,2.9
2008-09-02,Next Avengers: Heroes of Tomorrow,6.3
1998-09-27,Universal Soldier II: Brothers in Arms,3.7
2008-10-17,Boogeyman 3,4.4
2008-05-27,A Simple Promise,0.0
2008-11-14,Ryan and Sean's Not So Excellent Adventure,5.6
2013-05-13,Kuroyuri danchi,4.7
2004-01-01,予言,6.5
2008-01-01,The Craving,7.0
2009-04-07,American High School,2.4
2009-07-29,Jusqu'à toi,5.0
1999-07-07,Journey to the Center of the Earth,5.7
2005-03-04,My Big Fat Independent Movie,3.0
2000-08-19,The Bogus Witch Project,2.1
2008-04-01,The Cook,3.8
2006-01-01,Irish Jam,5.0
2004-12-07,12 Days of Christmas Eve,5.0
1996-12-05,Bloodsport III,4.6
2012-12-01,The Startup Kids,6.3
2015-11-14,The Good Dinosaur,6.6
2015-09-04,Black Mass,6.3
2015-10-26,Spectre,6.3
1991-11-14,Killer Tomatoes Strike Back!,4.0
1983-05-07,ゴルゴ13,6.1
1972-12-29,Il grande duello,5.8
2008-02-08,The Hottie & The Nottie,2.9
2008-05-06,Senior Skip Day,3.8
1991-12-20,Vacanze Di Natale '91,4.5
1988-12-30,Una botta di vita,5.7
1981-12-22,Il marchese del Grillo,7.6
1979-01-12,L'ingorgo,6.4
1972-10-08,Lo scopone scientifico,7.1
1970-12-23,Le coppie,6.0
1971-10-27,Detenuto in attesa di giudizio,6.8
1968-10-23,Il medico della mutua,7.0
1966-09-14,Le fate,6.0
1971-01-01,"Bello, onesto, emigrato Australia sposerebbe compaesana illibata",6.3
1963-09-24,Il Boom,5.5
1963-12-22,Il diavolo,7.0
1963-12-24,Il maestro di Vigevano,6.0
1961-12-19,Una vita difficile,8.6
1961-10-26,The Best of Enemies,7.3
1960-01-01,Il vigile,7.8
1960-10-27,Tutti a casa,6.7
1960-03-25,Brevi amori a Palma di Majorca,5.3
1959-09-23,I Magliari,5.0
1959-01-01,Il vedovo,7.1
1955-03-12,Il segno di Venere,6.7
1955-01-01,Un eroe dei nostri tempi,7.3
1957-01-01,Il conte Max,6.8
1954-12-28,L'arte di arrangiarsi,6.3
2009-01-01,Hooking Up,2.8
1991-08-02,Rover Dangerfield,5.1
1980-02-04,Night of the Demon,5.0
2005-01-01,Dracula III: Legacy,3.7
2008-06-06,Oppai Chanbara,3.0
2011-07-12,Cross,3.9
2009-04-28,The Terminators,3.9
1996-10-07,Pinocchio's Revenge,4.3
2015-02-08,Que Horas Ela Volta?,7.8
1989-08-17,Ninja Academy,4.7
2013-01-25,Noobz,5.8
2012-05-18,American Animal,5.2
2011-10-18,The Howling: Reborn,4.1
1999-09-11,Storm,5.5
2007-10-20,Boogeyman 2,5.2
2012-12-07,Bad Kids Go To Hell,4.2
2013-01-22,Hansel & Gretel: Warriors of Witchcraft,2.7
2010-06-12,18 Comidas,6.0
2006-09-14,Last Train to Freo,5.0
2013-03-20,The Wicked,4.2
2013-03-01,Sanitarium,4.6
2014-03-18,Achmed Saves America,6.5
2014-02-04,Android Cop,3.2
2014-07-08,Hercules Reborn,4.4
2004-01-18,Freshman Orientation,6.3
1999-06-26,Smart House,5.2
1964-05-20,The Brass Bottle,6.0
2013-05-14,Four Assassins,3.1
1988-01-01,Scooby-Doo! and the Reluctant Werewolf,6.3
1998-09-22,Scooby-Doo on Zombie Island,7.2
2003-01-01,Scooby-Doo! and the Monster of Mexico,6.3
2013-08-20,Scooby-Doo! Stage Fright,7.1
2006-06-20,Superman: Brainiac Attacks,6.1
2002-01-01,Sex and the Teenage Mind,5.3
2015-03-17,Avengers Grimm,4.0
2006-10-03,Glass House: The Good Mother,6.7
1987-01-01,Sottozero,6.0
1969-03-27,Satyricon,7.9
1983-01-01,Il tassinaro,6.5
1982-01-01,Io so che tu sai che io so,7.2
1982-01-01,In viaggio con papà,6.3
1974-12-20,Finché c'è guerra c'è speranza,7.3
1995-08-28,Mortal Kombat: The Journey Begins,10.0
2008-03-01,Red Victoria,6.0
2010-05-07,Mega Man,4.0
2009-02-03,Street Fighter: Round One - FIGHT!,4.0
2015-07-22,Sharknado 3: Oh Hell No!,4.4
2015-01-09,The Scorpion King: Quest for Power,4.5
2015-02-17,Scooby-Doo! Moon Monster Madness,6.4
1998-04-19,My Date with the President's Daughter,6.1
1979-03-08,Bersaglio altezza uomo,0.0
1971-02-18,Lo strangolatore di Vienna,7.0
2007-09-04,"Chill Out, Scooby-Doo!",6.4
1988-01-01,Scooby-Doo and the Ghoul School,6.2
2000-01-01,Scooby-Doo and the Alien Invaders,6.3
2001-10-09,Scooby-Doo! and the Cyber Chase,7.0
2005-11-24,Scooby-Doo! in Where's My Mummy?,6.4
2009-01-01,Scooby-Doo! and the Samurai Sword,7.4
2003-03-04,Scooby-Doo! And the Legend of the Vampire,5.8
2005-01-01,Aloha Scooby-Doo!,5.9
1987-11-01,Scooby-Doo Meets the Boo Brothers,6.6
2006-01-01,Scooby-Doo! Pirates Ahoy!,6.7
2008-01-01,Scooby-Doo! and the Goblin King,6.7
2004-06-21,Scooby-Doo! and the Loch Ness Monster,6.8
2012-10-22,Big Top Scooby-Doo!,6.6
2011-09-06,Scooby-Doo! Legend of the Phantosaur,6.6
1979-10-21,Scooby-Doo Goes Hollywood,6.0
2012-12-15,Scooby-Doo! Mask of the Blue Falcon,7.1
2012-03-13,Scooby-Doo! Music of the Vampire,6.3
2013-07-22,Scooby-Doo! Adventures: The Mystery Map,5.4
2015-03-17,The Flintstones & WWE: Stone Age Smackdown,5.8
1987-01-01,The Jetsons Meet the Flintstones,4.9
2000-08-18,Quints,5.5
2006-01-01,Drake And Josh Go Hollywood,5.7
1972-10-19,Sbatti il mostro in prima pagina,5.4
1979-03-16,Letti selvaggi,3.5
1973-08-25,"Bisturi, la mafia bianca",5.0
1968-02-02,Le dolce signore,0.5
1948-09-09,Anni difficili,5.0
1947-11-12,L'onorevole Angelina,5.8
1982-09-10,The Executioner's Song,5.4
1977-10-06,Io ho paura,6.0
1971-03-26,Confessione di un commissario di polizia al procuratore della Repubblica,6.3
1971-10-27,L'istruttoria è chiusa: dimentichi,0.0
1973-08-12,La polizia incrimina la legge assolve,5.5
1966-11-19,Kiba okaminosuke,7.2
1991-02-21,Pappa ante Portas,7.4
2005-07-30,Bill Maher: I'm Swiss,6.2
2014-09-12,Bill Maher: Live From DC,5.5
2006-08-25,Sprængfarlig bombe,6.1
2012-05-04,Dinotasia,4.8
1938-11-23,Ferdinand the Bull,6.1
2007-08-04,Gabriel Iglesias: Hot and Fluffy,6.9
1996-03-11,George Carlin: Back in Town,7.8
1999-02-06,George Carlin: You Are All Diseased,8.0
2008-07-12,攻殻機動隊 2.0,7.4
2006-10-28,Hellboy Animated: Sword of Storms,5.9
1944-09-15,How to Play Football,6.5
2014-07-29,Iron Man & Captain America: Heroes United,5.8
2006-04-11,Jeff Dunham: Arguing with Myself,6.8
2007-09-17,Jeff Dunham: Spark of Insanity,6.7
2012-08-11,Jeff Ross Roasts America,7.5
2006-02-07,Jim Gaffigan: Beyond the Pale,7.6
2008-04-20,John Oliver: Terrifying Times,7.5
2004-10-21,Kim Possible: A Sitch in Time,6.3
1999-10-17,Larry David: Curb Your Enthusiasm,5.8
2011-09-09,Kevin Hart: Laugh at My Pain,7.7
1999-10-15,Anja og Viktor - Kærlighed ved første hik,7.1
2007-01-01,Oktapodi,6.5
1955-12-30,One Froggy Evening,7.8
2004-07-27,Pablo Francisco: Bits and Pieces,7.9
1947-12-26,Pluto's Blue Note,6.8
